date,AQI,co,no,no2,o3,so2,pm2_5,pm10,nh3
5/20/2022 11:00,140.2,373.84,0.91,11.14,140.19,17.17,51.41,135.54,5.07
5/20/2022 12:00,155.2,480.65,0.68,17.65,147.34,25.27,63.59,152.13,7.09
5/20/2022 13:00,190.5,1401.9,0.29,58.95,138.76,54.36,132.02,243.83,20.27
5/20/2022 14:00,250.1,2510.07,0.01,91.85,84.4,80.11,200.06,336.57,35.46
5/20/2022 15:00,297.0,3231.05,0,109.67,43.27,95.37,247.41,403.48,46.1
5/20/2022 16:00,299.9,3231.05,0,102.82,30.4,89.65,250.3,412.08,47.62
5/20/2022 17:00,258.4,2563.48,0,78.83,36.84,69.62,208.47,353.49,41.54
5/20/2022 18:00,211.8,1762.39,0,53.47,59.37,48.16,161.41,272.55,31.16
5/20/2022 19:00,194.5,1228.33,0,34.27,94.41,35.76,139.84,219.64,22.29
5/20/2022 20:00,195.7,1081.47,0,25.36,115.87,33.86,142.08,212.28,18.49
5/20/2022 21:00,198.4,1001.36,0,21.59,130.18,35.76,147.22,221.22,15.96
5/20/2022 22:00,199.8,921.25,0,19.19,137.33,36.24,150.01,231.5,14.44
5/20/2022 23:00,199.6,894.55,0,17.65,128.75,34.33,149.61,231.45,16.72
5/21/2022 0:00,201.2,921.25,0,18.16,110.15,32.42,150.68,226.45,21.53
5/21/2022 1:00,210.5,1081.47,0.08,23.31,92.98,33.38,160.05,229.99,26.85
5/21/2022 2:00,229.1,1361.85,1.54,33.24,89.41,38.62,178.87,249.24,30.4
5/21/2022 3:00,237.5,1428.6,3.07,35.64,131.61,43.39,187.38,264.59,27.11
5/21/2022 4:00,185.4,754.36,1.55,16.11,164.51,27.89,122.15,227.23,12.54
5/21/2022 5:00,179.7,640.87,1.24,12.68,185.97,25.99,111.01,225.28,10.89
5/21/2022 6:00,177.0,587.46,1.05,11.48,214.58,25.27,105.8,225.89,10.26
5/21/2022 7:00,164.0,440.6,0.71,9.25,183.11,18.36,80.73,210.63,7.66
5/21/2022 8:00,154.7,363.83,0.57,9.08,145.91,14.78,62.67,188.49,6.14
5/21/2022 9:00,151.9,350.48,0.36,10.28,130.18,14.66,57.23,177.84,5.89
5/21/2022 10:00,152.0,360.49,0.21,12.17,120.16,15.5,57.43,180.31,5.83
5/21/2022 11:00,154.1,393.87,0.18,15.59,111.58,18.36,61.42,190.21,6.21
5/21/2022 12:00,154.2,423.91,0.09,17.82,105.86,19.79,61.75,190.39,6.4
5/21/2022 13:00,172.4,1668.93,4.08,78.83,31.11,43.39,97.04,244.19,21.28
5/21/2022 14:00,217.8,3391.27,39.34,93.22,0.2,80.11,167.42,346.56,42.05
5/21/2022 15:00,287.7,4646.3,67.95,89.11,0,107.77,237.97,447.02,58.26
5/21/2022 16:00,368.8,5928.04,93.88,90.48,0,137.33,318.94,555.11,73.97
5/21/2022 17:00,451.2,7583.62,130.53,90.48,0,164.03,426.53,680.34,78.02
5/21/2022 18:00,454.8,7476.81,121.59,95.96,0,146.87,431.95,672.55,59.78
5/21/2022 19:00,308.0,4379.27,39.79,108.3,0,92.51,257.58,441.2,36.48
5/21/2022 20:00,244.5,3177.64,16.32,100.08,0.03,66.76,194.4,343.21,30.91
5/21/2022 21:00,201.1,2269.74,5.42,80.88,0.7,49.59,150.65,269.71,28.12
5/21/2022 22:00,188.1,1735.69,1.41,61.01,3.89,40.53,127.39,226.89,26.6
5/21/2022 23:00,184.5,1522.06,0.3,48.67,10.64,37.67,120.36,209.04,25.84
5/22/2022 0:00,186.8,1535.42,0.27,45.93,12.7,38.15,124.77,208.24,26.6
5/22/2022 1:00,197.0,1922.61,4.97,54.15,6.26,44.35,144.61,230.87,32.42
5/22/2022 2:00,235.2,2830.51,24.36,67.86,11.8,61.04,185.06,282.19,42.56
5/22/2022 3:00,265.3,3337.86,27.27,94.59,45.78,75.34,215.36,315.97,45.09
5/22/2022 4:00,187.6,1214.98,4.69,45.93,174.52,74.39,126.42,206.18,17.48
5/22/2022 5:00,188.2,974.66,2.49,29.47,243.19,64.85,127.52,211.07,14.44
5/22/2022 6:00,194.8,867.84,1.56,22.62,300.41,62.94,140.41,228.65,13.17
5/22/2022 7:00,184.7,634.19,0.89,12.68,283.24,41.48,120.7,215.2,10.01
5/22/2022 8:00,175.8,520.71,0.74,9.85,254.63,29.33,103.61,205.03,8.74
5/22/2022 9:00,174.0,507.35,0.72,10.02,251.77,27.66,99.95,208.6,8.49
5/22/2022 10:00,173.7,507.35,0.63,10.71,243.19,28.37,99.4,213.31,8.11
5/22/2022 11:00,183.6,600.81,0.5,15.77,274.66,43.87,118.64,228.07,7.98
5/22/2022 12:00,204.6,720.98,0.23,21.76,314.71,70.57,154.09,246.57,8.04
5/22/2022 13:00,195.2,794.41,0.07,25.02,228.88,65.8,141.03,208.38,10.26
5/22/2022 14:00,179.2,787.73,0,26.05,143.05,54.36,110.13,170.54,12.16
5/22/2022 15:00,183.3,847.82,0,25.36,133.04,51.5,118.02,170.68,14.82
5/22/2022 16:00,184.1,834.47,0,24.68,127.32,47.21,119.64,179.06,16.47
5/22/2022 17:00,175.4,781.06,0,25.02,115.87,43.87,102.83,168.52,17.48
5/22/2022 18:00,170.7,747.68,0,22.62,115.87,36.72,93.64,146.61,16.47
5/22/2022 19:00,170.7,714.3,0,18.85,108.72,30.52,93.64,137.48,15.2
5/22/2022 20:00,171.5,714.3,0,17.99,97.27,30.52,95.14,134.22,15.96
5/22/2022 21:00,170.5,714.3,0,16.28,88.69,29.33,93.3,128.5,17.23
5/22/2022 22:00,167.2,707.63,0,17.14,80.82,36.24,86.93,120.53,18.24
5/22/2022 23:00,164.3,700.95,0,19.19,71.53,47.68,81.21,113.48,19.25
5/23/2022 0:00,162.9,734.33,0,21.76,64.37,52.45,78.54,107.56,20.27
5/23/2022 1:00,162.1,847.82,0.1,26.39,60.8,50.07,76.96,97.85,19.25
5/23/2022 2:00,165.6,1068.12,1.84,38.04,56.51,59.6,83.77,102.17,18.24
5/23/2022 3:00,170.6,1188.28,5.87,45.24,62.94,77.25,93.41,109.95,13.17
5/23/2022 4:00,172.8,1108.17,4.69,37.01,85.12,66.76,97.69,113.51,9.5
5/23/2022 5:00,171.6,988.01,3.38,32.9,107.29,65.8,95.3,111.12,9.25
5/23/2022 6:00,168.9,881.2,3.3,31.19,127.32,70.57,90.19,103.13,8.36
5/23/2022 7:00,164.1,754.36,3.19,28.1,143.05,70.57,80.96,89.88,6.02
5/23/2022 8:00,161.0,707.63,2.18,20.91,173.09,57.7,74.88,83.35,5.57
5/23/2022 9:00,158.9,654.22,1.48,15.42,191.69,43.39,70.86,79.67,5.51
5/23/2022 10:00,157.0,687.6,1.48,18.16,168.8,35.76,67.05,76.55,6.78
5/23/2022 11:00,155.0,767.71,1.15,25.7,144.48,35.29,63.25,73.25,7.85
5/23/2022 12:00,156.3,894.55,0.31,34.62,133.04,36.72,65.75,76.58,9.25
5/23/2022 13:00,157.2,1028.06,0.01,39.07,115.87,40.05,67.57,80.4,11.27
5/23/2022 14:00,158.5,1121.52,0,38.73,101.57,41.01,70.04,83.51,13.43
5/23/2022 15:00,159.4,1134.87,0,37.01,92.98,40.05,71.75,84.39,13.55
5/23/2022 16:00,161.2,1148.22,0,34.62,91.55,38.62,75.27,89.03,13.68
5/23/2022 17:00,164.9,1268.39,0,37.7,80.11,43.39,82.51,98.59,14.19
5/23/2022 18:00,163.5,1214.98,0,36.67,65.8,43.39,79.66,94.78,11.4
5/23/2022 19:00,157.3,1001.36,0,30.85,65.09,38.62,67.73,77.18,7.09
5/23/2022 20:00,152.8,847.82,0,27.42,66.52,37.67,58.98,65.5,5.95
5/23/2022 21:00,125.6,660.9,0,20.56,83.68,30.99,45.5,49.83,4.81
5/23/2022 22:00,127.9,647.54,0,17.48,92.98,28.61,46.42,49.86,3.83
5/23/2022 23:00,139.0,700.95,0,18.85,87.98,30.04,50.95,54.99,4.05
5/24/2022 0:00,147.5,754.36,0,22.28,82.25,33.38,54.38,59.59,4.75
5/24/2022 1:00,153.7,867.84,0.13,28.79,77.25,38.15,60.75,68.36,6.46
5/24/2022 2:00,157.5,1054.76,2.01,34.62,64.37,43.87,68.05,78.62,9.37
5/24/2022 3:00,159.7,1108.17,4.41,34.96,67.95,45.78,72.38,82.92,10.77
5/24/2022 4:00,155.0,834.47,3.02,23.99,104.43,35.76,63.25,70.59,7.85
5/24/2022 5:00,151.0,720.98,2.54,20.56,123.02,34.81,55.52,62.65,7.41
5/24/2022 6:00,151.2,680.92,2.1,19.02,143.05,35.76,55.9,63.52,7.54
5/24/2022 7:00,153.9,634.19,1.56,15.08,165.94,31.47,61.18,98.7,7.16
5/24/2022 8:00,159.6,614.17,1.48,14.91,181.67,30.99,72.1,156.78,7.09
5/24/2022 9:00,166.7,654.22,1.59,16.79,211.72,36.72,85.96,190.72,7.66
5/24/2022 10:00,180.5,841.14,2.01,26.73,257.49,56.74,112.61,228.76,10.39
5/24/2022 11:00,206.9,1201.63,2.57,49.35,297.55,101.09,156.41,271.51,15.07
5/24/2022 12:00,202.2,1281.74,2.37,66.49,248.91,137.33,151.69,225.52,15.33
5/24/2022 13:00,173.8,1148.22,0.95,57.58,151.63,111.58,99.66,132.23,15.58
5/24/2022 14:00,165.6,1255.04,0.03,49.35,95.84,78.2,83.82,108.75,20.01
5/24/2022 15:00,166.9,1375.2,0,50.04,71.53,72.48,86.33,114.23,24.07
5/24/2022 16:00,172.2,1548.77,0,52.78,63.66,66.76,96.6,128.97,26.85
5/24/2022 17:00,181.0,1815.8,0,56.21,55.79,59.6,113.63,152.16,29.13
5/24/2022 18:00,182.9,1842.5,0,57.58,50.07,51.02,117.22,156.49,25.33
5/24/2022 19:00,185.5,1922.61,0.01,65.12,33.26,39.1,122.29,161.73,17.99
5/24/2022 20:00,194.0,2136.23,0.15,67.86,17.34,33.86,138.69,181.44,14.82
5/24/2022 21:00,204.3,2269.74,0.58,64.43,9.66,33.38,153.81,198.94,14.57
5/24/2022 22:00,227.0,2536.77,3.1,64.43,2.66,38.15,176.7,227.1,15.96
5/24/2022 23:00,262.1,2937.32,9.72,66.49,0.22,43.87,212.15,269.71,15.58
5/25/2022 0:00,298.4,3391.27,18.78,69.23,0.01,50.07,248.75,314.78,15.2
5/25/2022 1:00,323.0,3845.21,33.97,66.49,0.56,56.74,272.65,353.62,19
5/25/2022 2:00,361.9,4753.11,63.48,68.55,4.69,69.62,311.91,418.19,32.42
5/25/2022 3:00,399.8,5554.2,62.58,106.93,22.71,81.06,350.24,469.89,45.6
5/25/2022 4:00,217.2,1789.09,17.88,98.71,101.57,211.72,166.81,237.29,16.97
5/25/2022 5:00,211.4,1361.85,13.19,89.11,153.06,215.53,160.96,234.49,11.27
5/25/2022 6:00,240.4,1321.79,8.05,76.77,231.74,204.09,190.26,262.79,9.25
5/25/2022 7:00,269.4,1268.39,3.3,47.3,340.46,158.31,219.53,283.23,8.23
5/25/2022 8:00,268.0,1174.93,1.23,23.65,417.71,109.67,218.12,268.67,9.37
5/25/2022 9:00,256.2,1121.52,0.89,19.02,423.43,86.78,206.24,248.75,9.5
5/25/2022 10:00,219.9,1028.06,0.91,19.36,371.93,66.76,169.56,203.15,9.75
5/25/2022 11:00,188.9,934.6,1.08,22.96,297.55,53.88,128.9,154.22,10.26
5/25/2022 12:00,174.4,921.25,1.05,28.79,228.88,47.21,100.82,120.77,10.89
5/25/2022 13:00,177.5,1415.25,0.73,56.21,155.93,53.88,106.91,133.74,18.24
5/25/2022 14:00,193.3,2162.93,0.04,78.83,97.27,65.8,137.48,181.09,28.88
5/25/2022 15:00,210.9,2510.07,0,80.2,75.1,69.62,160.44,215.42,34.45
5/25/2022 16:00,251.4,3070.83,0,91.85,53.64,76.29,201.37,270.9,42.56
5/25/2022 17:00,319.8,4112.24,0.63,117.9,16.45,87.74,269.47,362.91,52.18
5/25/2022 18:00,367.4,4806.52,7.71,126.12,1.08,88.69,317.47,425.62,52.18
5/25/2022 19:00,398.5,5180.36,19.67,120.64,0.04,78.2,348.91,469.33,44.08
5/25/2022 20:00,434.5,5874.63,33.53,115.16,0,72.48,401.16,536.01,42.05
5/25/2022 21:00,470.4,6568.91,43.81,111.04,0,70.57,455.56,600.82,42.05
5/25/2022 22:00,495.5,6942.75,47.83,109.67,0,68.66,493.61,636.54,41.04
5/25/2022 23:00,499.7,7049.56,47.39,109.67,0,63.9,507.02,643.09,38.5
5/26/2022 0:00,499.7,6942.75,48.28,106.93,0,59.13,511.92,640.82,32.93
5/26/2022 1:00,499.7,6942.75,62.58,100.08,0.48,61.99,509.29,640.14,34.96
5/26/2022 2:00,499.7,8438.11,114.44,105.56,3.93,81.06,580.65,741.3,54.72
5/26/2022 3:00,499.7,10360.72,137.69,180.96,18.24,98.23,700.12,889.2,66.88
5/26/2022 4:00,285.7,2136.23,10.84,91.85,161.65,160.22,236.02,286.65,15.07
5/26/2022 5:00,262.3,1562.12,4.64,55.52,271.8,129.7,212.38,248.78,11.53
5/26/2022 6:00,301.7,1482.01,1.93,33.24,406.27,117.3,251.23,284.23,11.15
5/26/2022 7:00,281.5,1295.09,1.01,20.22,452.04,93.46,231.77,258.69,11.78
5/26/2022 8:00,234.5,1094.82,0.91,17.31,417.71,74.39,184.32,204.85,11.65
5/26/2022 9:00,213.2,1014.71,0.92,17.48,383.38,67.71,162.86,180.95,11.15
5/26/2022 10:00,208.9,1148.22,1.4,27.42,354.77,72.48,158.5,178.35,13.55
5/26/2022 11:00,210.6,1455.31,2.01,45.24,314.71,79.15,160.15,184.23,17.48
5/26/2022 12:00,204.1,1762.39,2.04,65.8,248.91,82.02,153.61,181.98,21.28
5/26/2022 13:00,259.1,3391.27,2.35,139.83,110.15,101.09,209.09,263.54,40.53
5/26/2022 14:00,374.2,5661.01,12.18,183.7,7.42,129.7,324.41,420.97,65.86
5/26/2022 15:00,448.8,7156.37,44.7,160.4,0,141.14,422.94,556.58,81.06
5/26/2022 16:00,459.4,7049.56,46.49,141.2,0,127.79,438.91,589.58,79.04
5/26/2022 17:00,433.5,6034.85,37.1,119.27,0,106.81,399.76,540.56,68.9
5/26/2022 18:00,361.1,4539.49,24.36,100.08,0.16,79.15,311.13,417.8,51.68
5/26/2022 19:00,207.9,1976.01,0,60.32,39.34,48.16,157.47,209.82,29.13
5/26/2022 20:00,186.3,1468.66,0,44.55,52.93,39.1,123.87,162.37,24.32
5/26/2022 21:00,178.7,1228.33,0,34.27,60.8,32.42,109.11,140.24,23.05
5/26/2022 22:00,177.5,1188.28,0,31.19,58.65,30.04,106.82,135.21,23.56
5/26/2022 23:00,180.7,1268.39,0,33.93,47.92,31.47,112.96,142.18,24.57
5/27/2022 0:00,185.4,1415.25,0.01,40.44,34.33,34.33,122.09,154.09,26.6
5/27/2022 1:00,195.2,1815.8,2.26,55.52,15.74,42.92,141.1,180.93,32.17
5/27/2022 2:00,221.6,2563.48,17.88,68.55,12.16,56.27,171.27,224.54,41.04
5/27/2022 3:00,233.5,2910.61,23.02,81.57,40.41,64.85,183.3,240.38,42.05
5/27/2022 4:00,185.1,1268.39,4.14,40.44,168.8,63.9,121.59,154.16,18.49
5/27/2022 5:00,189.8,1081.47,2.24,26.73,248.91,59.6,130.7,163.3,15.96
5/27/2022 6:00,202.2,1028.06,1.29,19.36,323.3,56.74,151.73,189.13,15.2
5/27/2022 7:00,189.0,801.09,0.91,13.02,297.55,41.48,129.02,196.16,11.53
5/27/2022 8:00,178.2,660.9,0.92,11.65,248.91,33.86,108.26,207.88,10.13
5/27/2022 9:00,171.6,600.81,0.91,11.14,217.44,29.09,95.45,213.69,10.51
5/27/2022 10:00,162.4,540.73,0.99,11.82,185.97,24.8,77.52,210.38,10.26
5/27/2022 11:00,155.9,520.71,1.24,15.42,157.36,24.08,64.98,206.49,9.5
5/27/2022 12:00,153.1,514.03,1.2,19.36,124.45,22.65,59.55,204.67,8.74
5/27/2022 13:00,155.2,660.9,0.69,30.5,91.55,28.85,63.7,211.21,10.89
5/27/2022 14:00,158.1,807.76,0.03,36.33,66.52,33.86,69.34,210.44,14.44
5/27/2022 15:00,158.3,841.14,0,34.62,56.51,32.42,69.67,192.5,16.21
5/27/2022 16:00,163.1,1134.87,0,43.87,40.41,35.76,78.88,187.19,21.53
5/27/2022 17:00,173.3,1615.52,0.28,59.63,17.17,43.87,98.73,204.81,28.88
5/27/2022 18:00,177.0,1815.8,2.35,64.43,4.29,45.78,105.93,206.36,29.64
5/27/2022 19:00,174.3,1762.39,6.54,59.63,0.89,39.58,100.68,192.34,24.07
5/27/2022 20:00,172.1,1615.52,6.93,51.41,0.54,32.9,96.39,181.26,20.01
5/27/2022 21:00,170.9,1495.36,6.37,45.24,0.63,29.33,93.99,174.61,18.49
5/27/2022 22:00,168.8,1361.85,4.47,41.13,1.24,27.18,89.91,168.64,17.99
5/27/2022 23:00,166.7,1268.39,2.79,38.73,2.46,26.46,85.92,162.04,17.73
5/28/2022 0:00,163.6,1174.93,1.62,38.39,4.96,26.23,79.91,153.3,18.24
5/28/2022 1:00,161.2,1161.58,2.29,40.1,10.55,29.56,75.33,148.7,20.77
5/28/2022 2:00,169.4,1655.58,14.53,47.3,14.66,40.05,91.16,175.93,27.61
5/28/2022 3:00,173.4,1895.9,19.45,58.95,38.62,47.68,98.81,201.38,29.89
5/28/2022 4:00,160.1,834.47,4.92,28.1,101.57,36.72,73.2,265.87,16.47
5/28/2022 5:00,166.3,660.9,2.18,17.82,157.36,33.38,85.16,312.72,14.57
5/28/2022 6:00,173.2,580.79,1.22,12.85,200.27,32.42,98.53,344.95,13.55
5/28/2022 7:00,172.6,487.33,0.91,9.77,197.41,26.46,97.41,348.01,10.89
5/28/2022 8:00,169.0,427.25,0.92,9.42,180.24,22.17,90.41,325.6,8.49
5/28/2022 9:00,168.5,417.23,0.99,10.37,170.23,21.22,89.3,323.67,7.6
5/28/2022 10:00,170.0,494,1.45,15.77,161.65,26.23,92.37,331.57,8.49
5/28/2022 11:00,169.7,594.14,1.96,22.62,140.19,29.33,91.7,324.33,9.5
5/28/2022 12:00,165.6,660.9,2.07,28.79,105.86,27.42,83.68,293.11,9.5
5/28/2022 13:00,170.8,1241.68,2.54,60.32,53.64,35.76,93.76,290.24,16.47
5/28/2022 14:00,185.8,2136.23,6.09,93.22,5.14,51.98,122.83,318.08,27.11
5/28/2022 15:00,194.7,2563.48,18.55,89.11,0.03,57.7,140.2,324.08,32.93
5/28/2022 16:00,190.1,2243.04,10.06,76.77,0.45,47.21,131.25,297.81,33.94
5/28/2022 17:00,183.8,1842.5,3.63,60.32,2.28,38.15,119.11,277.18,35.46
5/28/2022 18:00,177.8,1575.47,1.36,52.09,5.81,31.95,107.49,258.84,32.42
5/28/2022 19:00,175.2,1482.01,2.32,50.72,3.8,27.66,102.36,244.77,26.85
5/28/2022 20:00,177.9,1562.12,5.87,47.3,0.64,27.66,107.56,250.55,24.83
5/28/2022 21:00,181.2,1628.88,9.72,42.84,0.12,29.09,114.04,263.95,24.83
5/28/2022 22:00,184.9,1708.98,12.74,40.78,0.06,31.95,121.23,283.9,24.57
5/28/2022 23:00,184.1,1588.82,9.83,41.13,0.33,30.99,119.57,291.52,21.28
5/29/2022 0:00,176.8,1255.04,3.05,40.44,4.07,27.42,105.45,275.49,18.49
5/29/2022 1:00,162.8,694.27,0.31,25.36,38.27,23.6,78.31,264.39,16.72
5/29/2022 2:00,166.9,881.2,3.86,31.19,40.41,30.99,86.2,298.17,20.52
5/29/2022 3:00,172.2,974.66,6.31,33.93,65.8,36.72,96.48,339.8,21.28
5/29/2022 4:00,174.1,774.38,3.69,24.33,115.87,37.67,100.32,368.22,18.75
5/29/2022 5:00,181.7,747.68,2.1,19.36,183.11,41.48,115,393.72,18.49
5/29/2022 6:00,191.3,741,1.24,15.77,254.63,45.78,133.63,418.16,18.24
5/29/2022 7:00,183.8,600.81,0.87,11.31,248.91,36.24,118.99,369.01,13.55
5/29/2022 8:00,173.6,500.68,0.8,10.28,217.44,27.89,99.21,326.47,10.26
5/29/2022 9:00,170.2,460.62,0.75,10.45,200.27,24.8,92.7,321.72,9.63
5/29/2022 10:00,172.9,627.52,1.47,20.39,183.11,32.9,97.98,337.76,11.65
5/29/2022 11:00,177.7,881.2,2.21,33.24,175.95,41.96,107.12,353.65,14.31
5/29/2022 12:00,180.8,1094.82,2.35,45.93,153.06,46.25,113.16,365.75,16.21
5/29/2022 13:00,186.5,1455.31,1.27,63.06,113.01,53.88,124.16,380.76,21.03
5/29/2022 14:00,199.4,2056.12,0.06,79.51,67.23,72.48,149.26,399.69,30.4
5/29/2022 15:00,215.1,2323.15,0,78.14,47.21,85.83,164.74,394.56,35.46
5/29/2022 16:00,205.6,1842.5,0,54.84,72.24,70.57,155.1,336.6,32.42
5/29/2022 17:00,197.4,1468.66,0,38.39,90.84,48.16,145.46,287.73,29.13
5/29/2022 18:00,189.3,1201.63,0,29.82,91.55,33.38,129.72,243.64,25.33
5/29/2022 19:00,182.7,934.6,0,21.93,94.41,26.46,116.83,207.24,22.55
5/29/2022 20:00,183.2,921.25,0,21.08,87.98,27.42,117.91,194.53,23.31
5/29/2022 21:00,184.3,921.25,0,19.71,79.39,26.46,120.08,187.97,24.57
5/29/2022 22:00,185.4,921.25,0,19.36,72.24,26.46,122.09,186.99,25.59
5/29/2022 23:00,186.8,934.6,0,19.71,67.95,26.94,124.87,190.23,25.84
5/30/2022 0:00,189.4,974.66,0,21.08,67.23,28.13,129.78,196.57,25.59
5/30/2022 1:00,194.5,1134.87,0.16,27.42,65.8,32.42,139.79,210.3,26.85
5/30/2022 2:00,207.0,1468.66,2.79,40.44,65.8,42.92,156.51,235.63,32.17
5/30/2022 3:00,221.5,1735.69,6.43,50.72,92.98,55.79,171.23,261.26,34.96
5/30/2022 4:00,213.0,1482.01,5.31,45.93,155.93,71.53,162.63,294.64,30.65
5/30/2022 5:00,232.7,1482.01,3.8,44.55,251.77,86.78,182.5,348.96,29.89
5/30/2022 6:00,267.7,1428.6,2.18,35.99,366.21,92.51,217.79,424.57,26.85
5/30/2022 7:00,226.3,907.9,1.17,19.54,343.32,56.27,176.06,440.83,16.72
5/30/2022 8:00,192.2,607.49,1.03,14.74,271.8,35.29,135.23,435.93,12.29
5/30/2022 9:00,178.7,453.95,1.01,12.51,208.85,25.03,109.09,413.36,9.63
5/30/2022 10:00,180.9,1041.41,4.08,41.47,161.65,35.76,113.43,390.56,15.45
5/30/2022 11:00,197.4,2109.53,8.16,91.85,144.48,53.88,145.34,414.85,25.08
5/30/2022 12:00,220.1,3017.43,9.83,138.46,111.58,65.8,169.75,446.38,31.16
5/30/2022 13:00,260.2,4165.65,12.96,191.93,40.05,85.83,210.26,507.84,44.58
5/30/2022 14:00,329.0,5607.6,38.89,197.41,1.12,113.49,278.72,601.62,64.34
5/30/2022 15:00,399.1,6782.53,77.78,165.88,0,133.51,349.52,690.69,81.06
5/30/2022 16:00,435.3,7797.24,101.03,149.43,0,144.96,402.37,751.47,100.31
5/30/2022 17:00,453.8,8331.3,114.44,142.57,0,146.87,430.48,790.46,115.51
5/30/2022 18:00,423.0,7690.43,108.18,131.61,0,122.07,383.78,737.59,106.39
5/30/2022 19:00,324.1,5340.58,67.06,113.79,0,81.06,273.8,578.89,70.93
5/30/2022 20:00,255.9,3417.97,29.5,89.11,0,54.84,205.94,445.71,48.13
5/30/2022 21:00,221.4,2296.45,12.07,64.43,0.2,40.05,171.07,366.19,39.52
5/30/2022 22:00,192.7,1548.77,2.85,48.67,1.65,31.95,136.3,316.41,35.97
5/30/2022 23:00,186.9,1428.6,4.25,43.87,0.75,32.9,125,302.5,33.44
5/31/2022 0:00,182.4,1428.6,7.04,42.84,0.28,33.86,116.23,290.63,30.91
5/31/2022 1:00,182.4,1615.52,13.19,45.24,1.25,39.58,116.28,290.62,31.92
5/31/2022 2:00,191.0,2162.93,29.95,52.09,8.4,52.93,132.95,316.29,37.49
5/31/2022 3:00,193.5,2376.56,32.63,69.92,29.68,61.04,137.9,332.15,38
5/31/2022 4:00,177.3,1321.79,10.28,52.78,98.71,65.8,106.39,300.14,29.13
5/31/2022 5:00,194.9,1401.9,5.81,51.41,200.27,90.6,140.5,341.57,32.42
5/31/2022 6:00,287.8,1735.69,2.57,42.5,389.1,121.12,238.05,446.79,35.46
5/31/2022 7:00,265.5,1174.93,1.06,21.42,400.54,76.29,215.58,427.22,24.32
5/31/2022 8:00,252.5,988.01,0.77,18.68,371.93,53.88,202.47,416.33,21.28
5/31/2022 9:00,256.0,974.66,0.57,19.19,351.91,43.39,206.02,414.56,21.53
5/31/2022 10:00,241.1,894.55,0.52,18.68,306.13,37.67,190.93,379.45,18.24
5/31/2022 11:00,227.0,867.84,0.65,21.93,286.1,44.82,176.76,349.58,14.95
5/31/2022 12:00,212.7,867.84,0.61,26.73,260.35,48.16,162.3,319.41,14.06
5/31/2022 13:00,299.0,3124.24,2.24,141.2,114.44,91.55,249.38,432.57,38.5
5/31/2022 14:00,454.0,6675.72,27.05,238.54,4.02,156.4,430.73,667.73,74.98
5/31/2022 15:00,499.7,9078.98,79.57,249.51,0,196.46,584.73,863.64,103.35
5/31/2022 16:00,499.7,10040.28,92.98,254.99,0,221.25,666,963.73,122.61
5/31/2022 17:00,499.7,11215.21,101.92,252.25,0,244.14,772.31,1081.57,133.75
5/31/2022 18:00,499.7,12069.7,98.35,241.28,0,236.51,864.27,1164.54,116.53
5/31/2022 19:00,499.7,10894.78,67.95,224.83,0,179.29,799.3,1069.62,74.98
5/31/2022 20:00,499.7,9613.04,51.86,200.15,0,129.7,693.84,940.38,51.68
5/31/2022 21:00,499.7,9078.98,53.2,180.96,0,101.09,650.13,887.77,41.54
5/31/2022 22:00,499.7,8544.92,52.3,161.77,0,82.97,622.36,849.21,36.48
5/31/2022 23:00,499.7,7049.56,39.79,128.87,0,66.76,529.96,721.92,34.45
6/1/2022 0:00,425.3,4913.33,22.58,94.59,0.03,54.84,387.36,541.92,32.93
6/1/2022 1:00,300.0,2803.8,7.26,69.92,3.35,50.07,250.35,390.51,33.44
6/1/2022 2:00,295.0,2990.72,19.89,76.09,16.45,61.04,245.33,401.8,41.04
6/1/2022 3:00,311.2,3471.37,26.15,104.19,50.07,74.39,260.82,435.09,45.6
6/1/2022 4:00,260.8,2269.74,9.28,80.88,160.22,93.46,210.83,364.07,34.45
6/1/2022 5:00,277.3,2002.72,4.86,62.38,280.38,103.95,227.5,371.13,32.93
6/1/2022 6:00,294.5,1642.23,2.18,39.07,394.82,97.27,244.81,375.65,28.88
6/1/2022 7:00,185.3,700.95,0.95,12.68,263.21,35.76,121.91,221.74,12.16
6/1/2022 8:00,172.2,554.08,0.8,10.2,217.44,23.84,96.56,195.46,9.5
6/1/2022 9:00,169.0,514.03,0.71,10.28,200.27,21.93,90.4,196.54,8.87
6/1/2022 10:00,167.8,514.03,0.77,12.51,185.97,23.37,88.12,204.36,8.74
6/1/2022 11:00,166.6,554.08,0.94,16.79,173.09,25.75,85.79,208.19,9.63
6/1/2022 12:00,163.0,574.11,0.89,20.39,147.34,24.8,78.68,209.14,9.75
6/1/2022 13:00,166.4,907.9,0.68,39.76,107.29,32.9,85.24,227.64,14.06
6/1/2022 14:00,175.0,1348.5,0.04,55.52,73.67,42.44,102.04,258.23,20.77
6/1/2022 15:00,180.9,1575.47,0,58.95,56.51,47.68,113.48,280.04,24.83
6/1/2022 16:00,195.6,2189.64,0.17,79.51,27.54,61.04,141.94,318.97,33.94
6/1/2022 17:00,231.1,2964.02,6.98,97.33,1.81,76.29,180.86,370.3,42.05
6/1/2022 18:00,236.9,3124.24,14.75,91.85,0.11,75.34,186.73,381.34,38.5
