date,AQI,co,no,no2,o3,so2,pm2_5,pm10,nh3
1/1/2022 0:00,298.9,2109.53,2.12,50.04,5.54,18.84,249.29,279.58,5.19
1/1/2022 1:00,322.9,2429.96,9.95,54.84,1.37,23.13,272.61,307.99,7.47
1/1/2022 2:00,374.8,3311.16,36.21,58.95,0.01,31.47,324.96,375.67,11.53
1/1/2022 3:00,407.0,4058.84,67.06,59.63,0.7,36.72,359.59,420.97,13.05
1/1/2022 4:00,410.4,4219.06,75.1,61.69,5.59,41.48,364.71,426.96,13.55
1/1/2022 5:00,413.6,4219.06,64.37,70.6,16.45,48.16,369.55,433.61,17.73
1/1/2022 6:00,414.1,3898.62,39.79,82.25,42.56,56.27,370.4,431.61,20.77
1/1/2022 7:00,324.6,1815.8,5.2,40.44,167.37,64.85,274.33,297.64,5.26
1/1/2022 8:00,291.3,1535.42,3.07,29.82,191.69,56.27,241.67,260.01,4.56
1/1/2022 9:00,273.3,1482.01,2.54,30.5,197.41,56.27,223.48,240.38,5.89
1/1/2022 10:00,329.4,2616.88,8.83,80.2,115.87,58.17,279.17,314.9,19.51
1/1/2022 11:00,415.2,4379.27,31.29,134.35,26.82,60.56,371.97,434.7,33.44
1/1/2022 12:00,455.8,5821.23,85.83,146.69,1.5,72.48,433.4,513.81,47.12
1/1/2022 13:00,496.9,6942.75,132.32,149.43,0,90.6,495.78,592.02,63.84
1/1/2022 14:00,499.7,7583.62,144.84,135.72,0,83.92,554.61,665.74,62.32
1/1/2022 15:00,499.7,7263.18,130.53,109.67,0,61.99,568.17,683.01,44.08
1/1/2022 16:00,499.7,6568.91,110.86,91.85,0,44.82,549.36,656.72,25.84
1/1/2022 17:00,499.7,6088.26,94.77,86.37,0,37.67,523.89,623.79,18.49
1/1/2022 18:00,470.9,5126.95,68.84,83.63,0,28.61,456.28,536.62,11.4
1/1/2022 19:00,401.3,3631.59,31.74,78.14,0.03,20.5,350.99,402.47,6.46
1/1/2022 20:00,369.3,3017.43,13.19,69.92,0.45,18.6,319.42,361.13,5.76
1/1/2022 21:00,375.8,2830.51,4.75,63.06,2.28,18.36,326.03,365.41,5.76
1/1/2022 22:00,394.1,2750.4,1.84,56.21,5.32,18.12,344.43,384.28,5.83
1/1/2022 23:00,409.5,2696.99,1.24,51.41,7.06,18.36,363.32,403.15,5.76
1/2/2022 0:00,422.4,2723.69,2.26,51.41,5.28,19.55,382.93,422.76,6.21
1/2/2022 1:00,446.0,3070.83,10.06,56.21,1.45,24.8,418.7,464.14,8.87
1/2/2022 2:00,484.4,3898.62,33.97,63.06,0.02,33.38,476.76,536.65,12.67
1/2/2022 3:00,499.7,4486.08,56.33,68.55,0.91,38.15,500.67,568.02,13.3
1/2/2022 4:00,490.7,4432.68,56.77,74.03,7.78,41.96,486.37,550.94,13.17
1/2/2022 5:00,491.1,4432.68,49.17,81.57,22.89,48.64,486.9,552.38,16.97
1/2/2022 6:00,488.3,4165.65,30.85,91.85,56.51,57.7,482.73,545.41,20.77
1/2/2022 7:00,312.3,1789.09,5.64,44.55,163.08,64.85,261.92,284.68,6.97
1/2/2022 8:00,267.5,1441.96,3.55,32.9,185.97,55.31,217.63,235.72,5.57
1/2/2022 9:00,257.4,1388.55,2.85,32.22,197.41,55.31,207.45,224.59,6.4
1/2/2022 10:00,309.9,2483.37,9.05,78.83,120.16,55.79,259.53,294.61,19
1/2/2022 11:00,393.7,4112.24,29.95,130.24,31.11,57.22,344.04,404.72,32.42
1/2/2022 12:00,435.6,5554.2,82.25,141.2,1.79,67.71,402.84,481.23,46.1
1/2/2022 13:00,477.7,6675.72,126.96,135.72,0,82.97,466.69,561.86,60.8
1/2/2022 14:00,499.7,7049.56,128.75,120.64,0,69.62,523.09,630.38,53.7
1/2/2022 15:00,499.7,6355.29,90.3,109.67,0,50.07,517.82,617.67,33.94
1/2/2022 16:00,423.2,3898.62,6.26,109.67,2.91,35.29,384.12,445.8,17.73
1/2/2022 17:00,432.9,3898.62,8.94,95.96,1.2,32.9,398.81,466.08,14.95
1/2/2022 18:00,434.0,3845.21,15.2,83.63,0.21,27.89,400.42,467.7,11.27
1/2/2022 19:00,414.3,3417.97,15.87,71.29,0.14,22.41,370.63,429.05,8.36
1/2/2022 20:00,405.4,3124.24,16.09,61.69,0.1,23.84,357.2,410.02,8.87
1/2/2022 21:00,402.6,2937.32,15.65,54.15,0.08,24.8,352.92,402.44,8.74
1/2/2022 22:00,399.4,2803.8,14.98,48.67,0.09,24.8,349.8,396.51,8.49
1/2/2022 23:00,393.9,2643.59,13.52,45.93,0.14,24.08,344.28,386.77,7.73
1/3/2022 0:00,391.7,2590.18,13.63,45.93,0.15,24.8,342.03,381.23,7.73
1/3/2022 1:00,410.4,2910.61,22.35,47.98,0.04,30.04,364.68,408.51,10.39
1/3/2022 2:00,452.9,3898.62,51.86,52.09,0,40.53,429.09,490.61,15.2
1/3/2022 3:00,483.6,4806.52,81.36,58.95,0.82,47.68,475.59,550.13,17.23
1/3/2022 4:00,477.1,4699.71,75.1,67.86,7.24,53.41,465.77,536.58,18.75
1/3/2022 5:00,485.5,4806.52,63.48,82.25,20.92,62.94,478.41,552.94,25.08
1/3/2022 6:00,485.8,4486.08,38.44,98.71,53.64,74.39,478.83,550.57,29.39
1/3/2022 7:00,298.2,2109.53,10.62,60.32,124.45,83.92,248.59,278.41,17.48
1/3/2022 8:00,228.9,1548.77,7.04,45.93,137.33,69.62,178.61,200.52,14.44
1/3/2022 9:00,213.2,1335.14,5.53,42.16,140.19,64.85,162.78,182.13,13.81
1/3/2022 10:00,245.5,1976.01,9.83,69.23,101.57,62.94,195.43,226.67,21.03
1/3/2022 11:00,304.4,3177.64,23.47,113.79,38.27,61.04,253.96,304.75,30.4
1/3/2022 12:00,342.0,4165.65,56.77,131.61,3.4,56.74,291.92,355.29,36.98
1/3/2022 13:00,388.4,4966.74,92.98,122.01,0,57.7,338.65,414.12,44.58
1/3/2022 14:00,433.9,5500.79,101.92,104.19,0,59.13,400.32,490.69,44.08
1/3/2022 15:00,464.9,5607.6,91.2,90.48,0,55.31,447.23,546.91,34.45
1/3/2022 16:00,481.5,5554.2,78.68,83.63,0,50.07,472.38,573,25.84
1/3/2022 17:00,495.8,5500.79,71.53,80.2,0,46.73,494.05,595.6,21.53
1/3/2022 18:00,487.6,5180.36,62.58,76.77,0,38.62,481.62,572,15.07
1/3/2022 19:00,472.8,4753.11,58.11,70.6,0,28.13,459.15,536.49,9.5
1/3/2022 20:00,475.0,4646.3,58.11,64.43,0,25.51,462.6,534.35,9.12
1/3/2022 21:00,475.5,4432.68,52.75,58.26,0,25.99,463.24,530.32,9.75
1/3/2022 22:00,474.7,4165.65,48.28,52.09,0,27.66,462.03,527.25,10.77
1/3/2022 23:00,476.2,4058.84,47.39,47.3,0,29.8,464.3,529.52,12.29
1/4/2022 0:00,483.9,4112.24,53.64,45.24,0,34.33,476.06,543.14,15.45
1/4/2022 1:00,499.7,4966.74,81.36,46.61,0,43.87,537.24,617.37,21.28
1/4/2022 2:00,499.7,7156.37,153.78,53.47,0,55.79,683.45,796.22,25.33
1/4/2022 3:00,499.7,9292.6,236.03,65.8,0.26,59.6,790.19,922.6,23.05
1/4/2022 4:00,499.7,6729.13,146.63,87.05,4.2,62.94,593.88,684.6,23.56
1/4/2022 5:00,499.7,6835.94,126.96,116.53,13.95,71.53,604.11,702.5,33.44
1/4/2022 6:00,499.7,6568.91,75.1,160.4,45.06,82.02,617.89,714.75,38
1/4/2022 7:00,294.0,2323.15,14.19,84.31,114.44,108.72,244.35,278.31,15.96
1/4/2022 8:00,248.1,2002.72,8.72,75.4,123.02,107.77,197.99,227.33,15.45
1/4/2022 9:00,231.6,1869.2,5.36,76.77,113.01,108.72,181.42,209.54,16.21
1/4/2022 10:00,267.6,2563.48,6.54,109.67,62.94,106.81,217.75,259.05,25.59
1/4/2022 11:00,352.7,4165.65,29.95,152.17,10.82,106.81,302.65,370.87,39.01
1/4/2022 12:00,429.7,5928.04,88.51,160.4,0.56,106.81,394,489.14,50.66
1/4/2022 13:00,499.7,8438.11,168.09,161.77,0,111.58,552,689.9,70.93
1/4/2022 14:00,499.7,11215.21,236.03,153.54,0,119.21,764.26,957.96,95.25
1/4/2022 15:00,499.7,13351.44,275.37,141.2,0,123.98,948.87,1187.23,110.45
1/4/2022 16:00,499.7,14099.12,278.95,128.87,0,116.35,1052.56,1318.83,106.39
1/4/2022 17:00,499.7,13458.25,246.76,112.41,0,103,1048.77,1318.7,84.1
1/4/2022 18:00,499.7,11428.83,193.12,95.96,0,81.06,942.12,1185.81,54.21
1/4/2022 19:00,499.7,9078.98,144.84,81.57,0,58.17,791.25,986.25,30.91
1/4/2022 20:00,499.7,7583.62,114.44,72.66,0,53.41,701.31,862.54,27.11
1/4/2022 21:00,499.7,6782.53,95.67,65.8,0,57.22,651.76,792.37,30.15
1/4/2022 22:00,499.7,6301.88,86.72,60.32,0,63.9,637.67,763.33,34.45
1/4/2022 23:00,499.7,6195.07,85.83,57.58,0,59.13,649.26,763.78,30.65
1/5/2022 0:00,499.7,6195.07,90.3,55.52,0,49.59,667.55,771.03,23.81
1/5/2022 1:00,499.7,6835.94,112.65,55.52,0,51.5,715.24,813.2,23.81
1/5/2022 2:00,499.7,9399.41,198.48,61.69,0,71.53,897.75,1021.77,32.93
1/5/2022 3:00,499.7,12603.76,318.29,74.71,0.05,82.02,1106.78,1256.86,32.93
1/5/2022 4:00,499.7,10040.28,239.61,95.96,0.51,89.65,927.88,1036.94,23.56
1/5/2022 5:00,499.7,9613.04,211,115.16,1.37,103.95,903.84,1003.46,24.83
1/5/2022 6:00,499.7,9292.6,178.81,145.32,2.91,135.42,893.45,980.81,22.8
1/5/2022 7:00,499.7,7476.81,116.23,178.22,7.15,190.73,797.95,859.95,14.57
1/5/2022 8:00,499.7,6034.85,77.78,178.22,11.18,194.55,717.42,764.8,8.49
1/5/2022 9:00,499.7,4379.27,45.6,150.8,15.56,169.75,589.26,621.59,4.69
1/5/2022 10:00,457.6,3044.13,19,124.75,12.7,131.61,436.16,455.6,2.53
1/5/2022 11:00,405.2,2616.88,9.05,109.67,8.49,100.14,356.89,372.79,3.61
1/5/2022 12:00,364.4,2563.48,7.04,101.45,3.22,80.11,314.48,330.13,5.38
1/5/2022 13:00,337.3,2510.07,6.82,90.48,2.24,66.76,287.11,303.91,7.16
1/5/2022 14:00,310.1,2296.45,2.32,78.14,8.31,56.27,259.7,277.88,8.36
1/5/2022 15:00,290.5,2082.82,0.23,65.8,24.32,51.02,240.83,258.3,8.36
1/5/2022 16:00,307.1,2029.42,0.01,54.15,42.2,44.35,256.62,273.39,7.85
1/5/2022 17:00,336.0,2136.23,0,49.35,47.92,38.62,285.86,302.4,7.66
1/5/2022 18:00,332.3,2056.12,0,44.55,49.35,33.38,282.04,295.2,6.27
1/5/2022 19:00,275.1,1655.58,0,35.3,53.64,26.94,225.3,234.04,4.69
1/5/2022 20:00,196.0,1174.93,0,27.76,55.07,24.8,142.62,149.32,4.37
1/5/2022 21:00,164.3,821.11,0,24.33,54.36,25.27,81.24,87.01,4.18
1/5/2022 22:00,147.0,674.25,0,24.33,52.21,27.89,54.2,59.8,4.31
1/5/2022 23:00,132.7,654.22,0,25.7,49.35,29.56,48.37,54.49,4.5
1/6/2022 0:00,152.8,727.65,0,28.1,46.49,31.47,59.03,66.13,4.94
1/6/2022 1:00,173.5,1028.06,0.02,36.33,40.77,37.19,98.99,109,6.27
1/6/2022 2:00,226.1,1642.23,0.37,54.84,24.32,46.73,175.82,191.89,8.87
1/6/2022 3:00,294.3,2162.93,4.58,70.6,8.58,56.74,244.69,265.65,10.39
1/6/2022 4:00,312.5,2189.64,10.28,63.75,14.84,59.6,262.09,283.98,10.13
1/6/2022 5:00,289.5,1895.9,8.94,54.15,24.32,57.22,239.77,258.39,9.75
1/6/2022 6:00,246.7,1495.36,5.36,50.04,27.18,57.7,196.58,210.32,9.12
1/6/2022 7:00,190.4,1014.71,0.89,42.5,43.99,51.5,131.79,140.18,6.4
1/6/2022 8:00,183.9,921.25,0.33,40.44,57.94,48.64,119.29,126.98,6.14
1/6/2022 9:00,185.2,934.6,0.18,41.13,65.8,50.07,121.8,129.6,6.9
1/6/2022 10:00,215.0,1895.9,8.83,80.88,18.78,53.41,164.58,186.93,17.99
1/6/2022 11:00,285.1,3578.19,63.48,90.48,0.23,57.7,235.34,280.97,30.15
1/6/2022 12:00,354.5,5340.58,130.53,97.33,0.01,67.71,304.51,374.36,39.01
1/6/2022 13:00,427.8,7156.37,182.39,113.79,0,82.97,391.07,491.66,50.66
1/6/2022 14:00,467.3,7797.24,178.81,119.27,0,80.11,450.88,571.95,47.62
1/6/2022 15:00,454.8,6835.94,132.32,109.67,0,67.71,431.93,544.63,36.48
1/6/2022 16:00,379.8,4646.3,64.37,90.48,0,49.59,329.99,405.43,23.81
1/6/2022 17:00,330.7,3311.16,32.19,71.29,0.01,38.15,280.48,333.11,15.33
1/6/2022 18:00,289.2,2376.56,13.63,61.69,0.69,30.04,239.5,271.17,9.25
1/6/2022 19:00,246.8,1575.47,0.54,48.67,16.81,26.7,196.7,210.91,5.57
1/6/2022 20:00,235.4,1348.5,0.02,35.99,35.05,25.99,185.2,195.1,4.88
1/6/2022 21:00,228.6,1241.68,0,30.16,45.06,26.7,178.35,186.97,4.62
1/6/2022 22:00,226.0,1188.28,0,28.79,50.78,29.56,175.77,183.46,4.56
1/6/2022 23:00,233.5,1188.28,0,27.42,57.22,31.47,183.29,189.7,4.37
1/7/2022 0:00,248.5,1281.74,0,27.08,60.08,32.42,198.4,203.87,4.31
1/7/2022 1:00,260.6,1455.31,0,32.56,52.21,36.72,210.63,216.92,5
1/7/2022 2:00,264.2,1735.69,0.14,45.93,31.47,41.48,214.28,224.29,7.03
1/7/2022 3:00,257.8,1976.01,1.42,57.58,12.16,44.35,207.77,220.46,8.49
1/7/2022 4:00,243.9,1976.01,2.63,54.15,7.24,41.96,193.82,206.51,8.74
1/7/2022 5:00,222.4,1762.39,2.49,46.61,8.23,40.53,172.09,183.62,8.11
1/7/2022 6:00,196.6,1508.71,2.96,41.13,10.19,40.53,143.8,152.99,7.28
1/7/2022 7:00,166.6,1094.82,4.81,26.39,28.97,31.95,85.77,91.24,5.32
1/7/2022 8:00,151.4,881.2,4.86,22.28,40.41,29.09,56.3,60.72,5.07
1/7/2022 9:00,122.2,787.73,5.14,20.91,46.49,29.8,44.11,48.3,5.32
1/7/2022 10:00,121.0,854.49,7.26,25.7,43.63,35.76,43.62,49.5,7.41
1/7/2022 11:00,135.9,1028.06,8.38,35.99,31.83,37.67,49.67,58.41,10.26
1/7/2022 12:00,151.1,1214.98,5.36,52.09,14.66,36.72,55.7,66.76,11.91
1/7/2022 13:00,157.0,1375.2,2.82,61.69,5.99,36.72,67.04,81.47,12.79
1/7/2022 14:00,163.9,1401.9,1.22,59.63,11,35.76,80.45,98.61,13.05
1/7/2022 15:00,171.4,1375.2,0.44,55.52,16.99,35.76,95.06,115.55,12.54
1/7/2022 16:00,175.4,1281.74,0.14,45.93,24.32,30.99,102.76,119.99,10.51
1/7/2022 17:00,177.1,1161.58,0.03,37.01,33.26,26.7,106.08,119.58,8.74
1/7/2022 18:00,175.6,1001.36,0.01,31.19,40.77,24.08,103.08,112.86,6.52
1/7/2022 19:00,171.2,827.79,0,23.99,50.78,21.46,94.53,100.64,4.37
1/7/2022 20:00,168.3,747.68,0,18.16,59.37,18.12,88.95,93.55,3.29
1/7/2022 21:00,167.7,727.65,0,15.94,62.23,17.88,87.89,91.67,2.79
1/7/2022 22:00,167.3,714.3,0,15.59,62.94,18.84,87.02,90.66,2.53
1/7/2022 23:00,164.5,687.6,0,15.42,60.8,19.31,81.73,85.46,2.41
1/8/2022 0:00,161.1,660.9,0,15.94,60.08,20.5,75.05,78.66,2.34
1/8/2022 1:00,159.7,680.92,0,18.85,60.08,23.37,72.26,76.63,2.85
1/8/2022 2:00,161.9,787.73,0,25.7,55.79,26.94,76.66,82.83,3.77
1/8/2022 3:00,163.9,881.2,0.01,32.22,46.49,30.04,80.51,87.67,4.24
1/8/2022 4:00,161.6,907.9,0.02,33.59,38.62,32.42,75.97,82.26,4.05
1/8/2022 5:00,157.8,894.55,0.06,34.27,32.54,35.29,68.59,74.12,4.05
1/8/2022 6:00,154.2,854.49,0.1,35.64,30.4,40.53,61.77,66.66,3.93
1/8/2022 7:00,151.4,794.41,0.45,35.64,35.76,44.82,56.26,60.51,3.67
1/8/2022 8:00,151.3,774.38,1.23,34.27,37.55,47.68,56.04,59.94,3.29
1/8/2022 9:00,144.0,787.73,1.93,32.56,36.12,48.16,52.96,56.65,3.17
1/8/2022 10:00,140.1,847.82,1.82,35.3,29.33,48.64,51.39,55.7,3.58
1/8/2022 11:00,151.0,934.6,1.2,41.81,19.31,46.73,55.54,61.01,4.24
1/8/2022 12:00,155.5,1041.41,1.16,47.3,11.35,44.35,64.19,70.65,4.62
1/8/2022 13:00,161.6,1188.28,2.91,52.09,5.19,42.92,76.06,84.67,5.32
1/8/2022 14:00,168.5,1415.25,6.48,52.78,1.45,40.05,89.48,102.29,7.03
1/8/2022 15:00,176.2,1655.58,11.85,51.41,0.21,40.05,104.25,121.02,8.74
1/8/2022 16:00,181.5,1815.8,16.76,47.98,0.02,39.1,114.49,133.35,9.75
1/8/2022 17:00,185.8,1949.31,22.13,45.93,0,41.48,122.9,142.92,10.13
1/8/2022 18:00,189.2,2029.42,26.15,50.04,0,46.73,129.57,148.2,8.99
1/8/2022 19:00,187.1,1869.2,22.13,54.84,0,46.73,125.48,140.61,6.52
1/8/2022 20:00,178.2,1562.12,14.19,50.04,0.02,39.1,108.23,120.23,5.32
1/8/2022 21:00,162.8,1228.33,7.15,37.36,0.46,28.85,78.33,87.76,5.07
1/8/2022 22:00,152.1,1001.36,1.69,27.76,5.01,21.22,57.7,66.2,5
1/8/2022 23:00,155.8,974.66,0.31,24.33,13.59,20.27,64.82,73.68,4.75
1/9/2022 0:00,165.9,1068.12,0.23,25.7,16.99,21.7,84.29,94.3,5
1/9/2022 1:00,176.4,1268.39,1.23,32.22,10.46,26.46,104.62,117.54,6.71
1/9/2022 2:00,187.7,1642.23,9.05,38.73,1.18,36.24,126.6,146.16,10.13
1/9/2022 3:00,193.5,1949.31,23.47,37.7,0.74,48.16,137.88,160.93,12.79
1/9/2022 4:00,189.9,1949.31,29.95,37.7,3.49,63.9,130.88,155.33,13.68
1/9/2022 5:00,188.5,1922.61,33.97,40.44,4.47,79.15,128.1,154.88,14.19
1/9/2022 6:00,187.3,1922.61,36.66,44.55,2.5,93.46,125.87,154.04,14.19
1/9/2022 7:00,166.7,1415.25,15.42,47.3,5.54,70.57,85.84,103.77,8.87
1/9/2022 8:00,155.2,1161.58,9.39,41.13,13.59,55.31,63.73,76.07,6.84
1/9/2022 9:00,154.1,1148.22,11.85,38.04,14.66,53.88,61.47,73,6.84
1/9/2022 10:00,157.1,1268.39,16.54,38.73,11.98,51.5,67.23,80.5,7.98
1/9/2022 11:00,163.0,1508.71,23.02,42.84,6.79,49.11,78.68,95.68,9.5
1/9/2022 12:00,169.0,1735.69,29.95,47.3,1.35,48.16,90.38,110.87,10.64
1/9/2022 13:00,179.7,2082.82,39.34,48.67,0,47.68,111.01,139.18,12.67
1/9/2022 14:00,195.4,2536.77,45.6,50.04,0,44.35,141.54,182.99,14.31
1/9/2022 15:00,210.8,2696.99,42.47,48.67,0,39.1,160.4,210.23,14.31
1/9/2022 16:00,212.7,2643.59,34.87,43.87,0,33.38,162.34,212.17,12.92
1/9/2022 17:00,199.7,2456.67,26.38,40.1,0.01,29.09,149.84,194.54,11.02
1/9/2022 18:00,185.4,2056.12,16.76,36.67,0.07,23.13,122.1,156.1,7.98
1/9/2022 19:00,170.4,1642.23,7.71,33.93,0.54,18.6,93.02,115.37,5.57
1/9/2022 20:00,167.6,1495.36,4.86,32.22,1.16,20.03,87.63,106.26,5.51
1/9/2022 21:00,168.7,1441.96,3.24,32.22,2.1,21.22,89.7,107.16,5.51
1/9/2022 22:00,171.4,1401.9,2.21,32.22,3.53,21.7,94.92,111.92,5.51
1/9/2022 23:00,175.0,1401.9,1.9,32.56,4.43,22.17,102,119.23,5.57
1/10/2022 0:00,180.7,1441.96,2.82,34.62,3.4,24.32,113.08,131.24,6.08
1/10/2022 1:00,192.4,1708.98,9.72,37.01,0.76,30.28,135.67,158.72,8.49
1/10/2022 2:00,228.5,2376.56,29.95,38.73,0.01,40.53,178.24,213.63,13.3
1/10/2022 3:00,267.3,3097.53,54.54,41.13,0.75,49.11,217.36,264.86,16.72
1/10/2022 4:00,294.6,3578.19,70.63,42.16,4.56,58.17,244.92,301.26,18.75
1/10/2022 5:00,309.4,3685,64.37,50.72,12.52,67.71,258.97,320.43,21.53
1/10/2022 6:00,294.7,3177.64,40.68,62.38,32.19,75.34,245.03,301.85,22.55
1/10/2022 7:00,183.9,1375.2,8.83,33.59,84.4,54.36,119.19,138.98,7.54
1/10/2022 8:00,171.9,1081.47,4.97,25.7,107.29,44.82,95.91,109.66,5.83
1/10/2022 9:00,171.5,1041.41,4.02,26.73,114.44,47.21,95.24,108.29,6.27
1/10/2022 10:00,201.5,2029.42,13.75,62.38,65.09,55.79,151.01,181.28,18.49
1/10/2022 11:00,295.5,3791.81,48.28,98.71,15.02,61.99,245.86,306.4,32.93
1/10/2022 12:00,372.2,5447.39,106.39,111.04,1.27,67.71,322.33,408.02,41.04
1/10/2022 13:00,437.0,6835.94,155.57,113.79,0.01,77.25,405.03,515.86,47.12
1/10/2022 14:00,482.8,7476.81,159.14,102.82,0,76.29,474.31,606.56,45.09
1/10/2022 15:00,494.1,7156.37,139.47,82.25,0,65.8,491.41,629.25,35.97
1/10/2022 16:00,482.0,6462.1,116.23,65.8,0,55.79,473.2,601.72,27.61
1/10/2022 17:00,477.3,6141.66,104.61,58.95,0,48.64,465.99,588.93,22.29
1/10/2022 18:00,444.8,5447.39,90.3,55.52,0,37.19,416.85,523.96,15.07
1/10/2022 19:00,377.6,4272.46,67.06,52.78,0,25.99,327.84,407,9.5
1/10/2022 20:00,321.7,3417.97,45.6,50.04,0,23.37,271.43,331.97,8.87
1/10/2022 21:00,292.5,2883.91,30.85,49.35,0,23.13,242.82,291.72,8.74
1/10/2022 22:00,277.4,2563.48,21.9,48.67,0.01,23.37,227.63,269.54,8.36
1/10/2022 23:00,268.8,2376.56,17.21,47.98,0.03,23.6,218.96,255.75,7.66
1/11/2022 0:00,265.3,2323.15,15.42,49.35,0.08,25.03,215.37,248.9,7.35
1/11/2022 1:00,280.5,2510.07,19,53.47,0.1,30.99,230.76,267.09,9.25
1/11/2022 2:00,328.3,3257.75,38.44,57.58,0.01,41.01,278.09,329.32,13.81
1/11/2022 3:00,360.1,3845.21,58.11,59.63,0.89,48.16,310.13,371.6,16.09
1/11/2022 4:00,366.0,3952.03,60.8,61.69,6.88,55.79,316.13,381.33,17.48
1/11/2022 5:00,362.2,3738.4,47.83,65.12,20.56,61.99,312.26,379.32,20.27
1/11/2022 6:00,326.1,2964.02,25.93,63.06,50.07,66.76,275.82,331.23,20.52
1/11/2022 7:00,188.3,1268.39,5.87,28.79,107.29,48.16,127.7,146.33,7.6
1/11/2022 8:00,174.2,1001.36,3.91,21.93,120.16,39.1,100.46,113.39,6.52
1/11/2022 9:00,174.5,1001.36,3.44,23.31,125.89,41.01,101.06,113.52,7.28
1/11/2022 10:00,189.6,1508.71,6.65,46.61,95.84,48.64,130.2,151.4,14.06
1/11/2022 11:00,224.0,2376.56,12.85,83.63,44.7,53.88,173.69,209.08,22.8
1/11/2022 12:00,251.4,3097.53,27.72,108.3,5.72,52.93,201.37,246.54,29.39
1/11/2022 13:00,276.4,3578.19,47.39,102.82,0.02,52.45,226.56,279.65,33.94
1/11/2022 14:00,285.2,3471.37,38.44,94.59,0,48.64,235.49,292.31,31.41
1/11/2022 15:00,262.3,2910.61,17.88,84.31,0.39,41.01,212.35,262.64,23.81
1/11/2022 16:00,233.4,2376.56,4.69,74.71,3.26,35.29,183.17,225.08,17.48
1/11/2022 17:00,225.2,2216.34,2.21,68.55,6.88,32.42,174.97,214.55,13.68
1/11/2022 18:00,212.2,1949.31,0.86,61.69,12.7,27.42,161.79,194.86,9.25
1/11/2022 19:00,196.5,1588.82,0.14,51.41,24.32,22.41,143.62,166.68,5.45
1/11/2022 20:00,194.8,1388.55,0.02,42.16,35.05,22.17,140.29,158.92,4.69
1/11/2022 21:00,196.4,1308.44,0.01,37.01,41.48,23.6,143.35,160.58,4.69
1/11/2022 22:00,198.5,1308.44,0.01,34.96,42.56,24.56,147.54,164.54,4.88
1/11/2022 23:00,204.7,1361.85,0.02,35.99,36.48,25.27,154.25,172.41,5.38
1/12/2022 0:00,213.4,1468.66,0.11,41.47,26.11,28.13,163,183.26,6.4
1/12/2022 1:00,236.2,1815.8,2.65,53.47,10.01,35.29,186,213.01,9.5
1/12/2022 2:00,280.5,2510.07,22.8,58.95,0.15,45.78,230.7,272.15,15.2
1/12/2022 3:00,316.0,3204.35,53.64,56.21,0.47,52.45,265.59,319.61,18.49
1/12/2022 4:00,328.6,3471.37,70.63,52.09,3.13,57.22,278.35,337.02,19.51
1/12/2022 5:00,332.1,3391.27,67.06,52.78,8.76,63.9,281.87,340.08,20.52
1/12/2022 6:00,328.2,3017.43,46.04,61.69,23.25,74.39,277.98,328.74,20.01
1/12/2022 7:00,281.0,1708.98,7.82,44.55,104.43,66.76,231.27,256.41,5.51
1/12/2022 8:00,271.5,1495.36,3.16,36.33,133.04,60.56,221.65,242.61,3.17
1/12/2022 9:00,275.1,1508.71,1.65,40.44,135.9,66.76,225.31,246.96,3.99
1/12/2022 10:00,318.0,2296.45,4.25,78.14,80.82,70.57,267.7,303.1,14.82
1/12/2022 11:00,385.5,3685,23.47,120.64,19.85,71.53,335.73,393.94,28.12
1/12/2022 12:00,423.3,4913.33,68.84,132.98,1.68,71.53,384.33,459.76,35.97
1/12/2022 13:00,483.3,6675.72,134.11,135.72,0.01,77.25,475.15,578.53,44.08
1/12/2022 14:00,499.7,8544.92,191.33,128.87,0,84.88,606.09,745.79,50.66
1/12/2022 15:00,499.7,9292.6,212.79,111.04,0,85.83,687.51,851.42,51.68
1/12/2022 16:00,499.7,9078.98,207.42,93.22,0,75.34,691.09,856.86,45.6
1/12/2022 17:00,499.7,8651.73,191.33,82.25,0,60.56,681,841.19,31.66
1/12/2022 18:00,499.7,7583.62,155.57,76.09,0,41.48,607.29,741.4,17.23
1/12/2022 19:00,433.5,4592.9,71.53,73.34,0,26.23,399.71,475.15,8.74
1/12/2022 20:00,346.9,3124.24,31.74,64.43,0,22.65,296.84,348.07,7.09
1/12/2022 21:00,299.9,2483.37,17.66,55.52,0.05,22.17,250.25,291.23,6.59
1/12/2022 22:00,274.3,2189.64,11.62,48.67,0.17,22.65,224.47,260.33,6.46
1/12/2022 23:00,253.9,2002.72,9.5,43.53,0.24,22.41,203.89,236.03,6.33
1/13/2022 0:00,241.7,1922.61,10.84,40.78,0.17,22.89,191.53,222.27,6.65
1/13/2022 1:00,259.6,2243.04,23.02,41.81,0.02,28.13,209.63,247.35,9.5
1/13/2022 2:00,331.7,3417.97,62.58,45.24,0,39.58,281.51,341.11,14.95
1/13/2022 3:00,410.4,4966.74,123.38,50.04,0.26,48.16,364.77,449.53,17.99
1/13/2022 4:00,453.1,6195.07,173.45,51.41,1.56,53.88,429.4,530.91,19.51
1/13/2022 5:00,483.2,7049.56,193.12,65.12,3.93,61.04,474.91,586.67,25.08
1/13/2022 6:00,499.7,7370,177.03,104.19,9.12,69.62,509.9,626.32,32.93
